,0
1115,3:13 Volkswagen??
1116,I see at 12 : 19
1117,STOP TOUCHING THE CAR WITH THE KEYS IN HAND!
1118,"No matter the features or any other gimmicks, at least it will be safest of the lot !!"
1119,I think polo has better quality.
1120,Pricing decides the future of this car in India.. hope it ends the monopoly of Koreans in this segment..
1121,Ek bar Lamborghini urus ka review
1122,"Too much of cost cutting 
🙅🏻‍♂️🙅🏻‍♂️🙅🏻‍♂️🙅🏻‍♂️🙅🏻‍♂️🙅🏻‍♂️🙅🏻‍♂️🙅🏻‍♂️🙅🏻‍♂️🙅🏻‍♂️

But lot better than Tata, Suzuki, etc and other unreliable cars."
1123,Nice video bro
1124,Its no competition to seltos.. Outdated..!
1125,Very nicely cover details as always Gagan keep it up 👍🏻
1126,3:16 Quality Speaks
1127,Kya pyaari gaadi hai
1128,How's bulud quality
1129,"I was looking to buy a new machine.. going back & forth between the City 5th gen, Ford ecosport & bam this hit my timeline! Looks promising, hopefully they price it right. If the top end is around 18L OR, I’ll definitely be buying this."
1130,"VERY DISAPPOINTING, TODAY SKODA LAUNCHED CAR INSTEAD OF SUV."
1131,Bro 1.0 litre wil deliver 175 nm of torque🙏👍
1132,India 2.0 Strategy still need an update for Skoda.. and if Skoda is offering this I am damn sure VW taigun will come with the same features.. have seen T-cross and Kamiq.. even after Indian manufacturing the have not come closer to the expectation of consumers.. great built but the market is very moderate. Need to understand the demand at this price Skoda could have provided imported car !! Appreciate T-Roc but that too got a massive price hike. What say Gagan Bhai?
1133,"In which segment it will compete, like with venue, Ecosport,etc. or with Seltos, Creta?

For me the price range you suggested makes Venue and sonet's top trim better than Kushaq's lower ones and Kushaq top trim will be better than Creta and Seltos's lower trims."
1134,It won't sell.........30% Less....just because of panaromic Sunroof............TAKE NOTE
1135,Why no digital console?? This is crazy and even no panoramic sunroof !! HARD TO COMPETE WITH CRETA !!
1136,Bhai scorpio ki bhi video dalo
1137,Price???
1138,Is car ki price pakka 17 to 23 lakh tk rahegi
1139,I have VW car so I can understand quality of material and fit and finish is top notch.
1140,Aap to jaldi pahoch gye bhai
1141,Today Watching 4th review video of  kushaq. This is the best review among all videos i have seen. Great work done. 👍😀
1142,Not enough to beat seltos tbh.
1143,"Kya hoga..
I already owner of Skoda rapid since 2013..
But in uttarakhand have only one showroom ..But last month wo bhi band ho gaya . Ab kehna ye hai ki agra , lucknow , ya jao delhi .
Abe market me launch karne se phele market ho to sell kerne ke liye..
Kon lega ...???"
1144,Waiting for vw taigun
1145,Gagan bhai please yaar ecosport titanium 21 ka review kr do please
1146,Vw is   the best car maker in the world
1147,Totally different way of explanation from Bhed Chaal...
1148,Bhai Scorpio par bhi video bana do plz
1149,3:15 patt se headshot
1150,Hmm gagan u forgot about volume nob 😂😂😂
1151,Disappointed with Kushaq was expecting bigger. it's another s cross and not a rival to creata and seltos
1152,"Dear Gagan, you make videos with such honesty and humbleness. I saw two more videos from motoroctane and ask carguru and both of them messed very well. Your video came late but had it’s own reputation and was the one worth waiting for. Keep it up, always ! 
Miles to go 🤟🏻👌🏻"
1153,Price only choose the winner in the segment😂
1154,"Skoda says that they want to achieve 5% market share of india when they can't even give the fraction of features given to car's in Europe this is so disappointing that they give all the good features to them in kushaq we don't even get panaromic sunroof,the digital cockpit, and not even soft plastic ... which is given in kamiq and still that hand pulling brake it's 2021!!! with this attitude i don't think the skoda will be able to reach even 1 percent market share, the real problem is expectations which we shouldn't have with them if we don't have them we won't be disappointed ever i had very high hopes from them, they raised up the bar very very high when I saw kamiq and then the vison in now i will never have high hopes from this brand 
🙏"
1155,Maruti Swift much better than skoda kushaq and Tata harrier so far.....
1156,When is the Amaze Facelift 2021 coming?
1157,MID thoda old fashioned lag raha tha jo display ka UI hai usme
1158,But I have made up my mind to buy 5th gen Honda City 😃
1159,I must say quite a few details covered though it was a first walk-around. Its missing a few features when compared to Creta/Seltos; so prices will have to be quite a bit lower to justify equipment on offer.
1160,All features that Kia Seltos provided right back in 2019.
1161,This maybe better than Seltos but the 'best mid-section in terms of space utility' in the while mid-suv segment is #Kiger right now hands-down.
1162,Most detail review bhai thanks
1163,"6:41 ""Ignis Ka Ad aa Raha hai isme"" .. sounds like an Easter egg!"
1164,"Rivalry will be really having a sip of beer thinking we have high ground clearance, bigger in dimensions and larger boot space... But keep in mind guys this is German engineering and everything in MQBA0 platform they haven't squeezed they have made really impressive build and ticked all the right boxes. The only bummer I could think of is the ground clearance considering the tag line inspired by India... Let's hope for the price to be on par..."
1165,Bahi ye konsa model hai
1166,No diesel version ended my hopes 😶
1167,Most premium in the segment.
1168,Very good review !!
1169,"You were featured in its advertisement, it has to be awesome"
1170,"Everything depends on pricing. If priced high, then no chance in India❗❗❗"
1171,Thanks for this now i can finally buy my splender
1172,Gagan bhai please review Yamaha Mt15
1173,"I drive polo highline 1.2 L P. The quality is much better in polo, as I can see from the video, skoda has compromised in the quality.. Might be the Dsg model will be better in quality."
1174,Nahi chalegi
1175,"Disappointed that some features are missing even in the top end variant:-
1. Front parking sensor
2. Rear disc brakes
3. 360° camera
4. Electrically adjustable driver seats."
1176,sab kuch optional hai 🤣🤣
1177,"can we all apreciate him for staying till late for the review so that his audience gets a proper walkaround without any other reviwers voice in the background.
Kaam bade itminamn se kiya jata hai inse to kaam khoobsurat pe lagta hai apka baki sabse."
1178,Expecting its sister(VW TAIGUN) would have better finishings  like better seat covers and quality btw love you gagan Sir #agbg_R.I.P.
1179,Instrument console🤨
1180,11:00min phone is look like thousand years old🤣🤣🤣
1181,Almost all the auto reviewers covered the event and displayed the cars on their respective channels.. but the way you presented is absolutely class. Simply the best
1182,"Good review.. but why are you in such a hurry 🤒.. if Skoda can make Rapid at 7 lacs, I don't see same engine to be priced from 12-17 lacs.. why do you feel so, Gagan??  any price break up to justify your suggestion... Is it because the product is new.. where is the competitive edge!! I personally feel that Skoda will loose it's market share if they still try to price this product per your suggestions... Really a competitive product.. only thing required now is pricing it well.. we all know that Skoda is an elephant in terms of cost of ownership.. if buying is equally expansive only followers would join 😀😀 jokes apart.. I hope Skoda can understand 🙏🙏"
1183,Veere #JeepGrandCherokee per Ikk video bna Do😔😔...Kya #JeepGrandCherokee 🚘India Mai Aati a ha😊
1184,Gaadi ki silhoutte toh dikhi nahi
1185,"I think skoda will launch another premium version of kushq in later time 🧐
.
.
Like how tata did with harrier."
1186,Use ultra wide camera
1187,"Behatareen, shandaar, zindabad!"
1188,Much premium than seltos and creta
1189,Petrol me 10-11 ki mileage vaali gaddi kon lega bhaiya😂
1190,Dhanta Skoda
1191,"waiting for Skoda to launch a sub compact suv named ""Lassun""."
1192,Back in game bhai itna late
1193,Did they just Skipped Keyless entry and push button start ?
1194,The interior quality according to your description disappoints.....had better expectations from skoda ... and their India 2.0 strategy would work only if they make it easier and cheaper to maintain a skoda
1195,"Main allready Feb 25 ko book kardiya, yeh mara dream car hai.. apke jaisa detailed review koi nahi kiye. Spl thanks for""U"" bro ❤️"
1196,My next car.... ❤️
1197,"Finally a car in India worth paying for.
Thank you SKODA❤️❤️🙏"
1198,Drive ka kab aayega gagan ji
1199,"Came here to see biased review n Gagan didn't let me down .

Head Room cramped hai......😂😂😂😂😂😂"
1200,"chunky word op  @Gagan Choudhary
 😂👍"
1201,9 lakh to 12 lakh ki car hai ye
1202,Nice gagan bhai
1203,Ye model kamse kam 13-14 lakh ka hoga
1204,Drum break no thanks
1205,It will become king of the segment😎
1206,How is watching in 🌃
1207,Aap bhi giveaway kyo nhi krte h🙏
1208,If this car come at starting price of 12 lakh and top variant around 18 lakh then it will be solid competition other wise in 20 lakh Tata harrier is tough competition for this. Creta and Seltos will suffer in sales due to this no matter what. Love the overall design.
1209,"After this video, I'll watch ""How to become a millionaire in 15 days"""
1210,Rear wiper shayad galti se Alto ka laga diya hai
1211,"I love Skoda's 
I also have a skoda superb  I'll try to bye this muscular suv  
bhi build quality is awesome"
1212,So I didn't flt a live feel
1213,I cldnt c a car
1214,Ampli is in the boot
1215,Cruise control bhi nahi hai🤔🤔🤔🤔
1216,Over all positive impressions
1217,Good looking car but 😏100
1218,The lighting & the focusing issue give pain to the eyes.
1219,What is the price expected?
1220,"No signs of 360 camera, electric tail gate ?"
1221,"what happened to you bhai? atleast give 1 frame view of every angles 

ap sbki trh review kbse krne lg gye ho)"
1222,Watching this video after India's first innings vs England. What a perfect time to watch this time. 15 minutes innings break enjoying with this 15 minutes video.
1223,It looks an average product with European cost. Not an outstanding suv/car
1224,bhai puri gadi bahar se dikhaya karo pura camera chipka dete ho
1225,I am going to buy this car before 2030
1226,"Diesel engine cahiye tha😑😑
People are gonna buy creta or kia instead of it then"
1227,it's looking hot 🔥 🔥🔥
1228,Ask car guru v yehi se shooting krke nikla hoga avi uska video aa gya
1229,"Bhai saas le lo phele, itna Jaldi Kyu bol rahe ho 🤣😂"
1230,Congratulations in 1 hour for 15 k and 140 comments
1231,"Please As Your Big Fan I Request you Something Special Review.,
1. cadillac escalade 
2.GMC
3.chevrolet traverse"
1232,I need a new car but fuel prices are scary
1233,i will buy nexon than this
1234,Fortuner 2021 review karo
1235,sabse achi quality gagan bhai ke video ki hai.video bhi achha banaya hai
1236,Big fan
1237,Beqar car hai
1238,Love you gagan bhai ❤
1239,Very informative and detail video...I saw Motooctane and other youtubers they were very in hurry but you keep your repo.. and start with key...good job bro...
1240,Lagta hai bhai ki train chut rahi thi☺️☺️
1241,Kooy Shakk he muze me
1242,Koi shaq
1243,"Sir NYC
Good night"
1244,"Wow looks amazing 😍😍
But paise hi nahi he"
1245,"Finally awaited video, very nice explanation Technique"
1246,Tera naam hagan hai
1247,Guu kha guuu
1248,"Flop hogi ye 100% , old style design n looks 👎"
1249,Top varient me digital IC nahi hai bhai? Mujhe laga hoga
1250,"Company should display all the variants instead of same with same variant of all colors, it is so foolish."
1251,"Watched motaroctane, right now here and waiting for Faisal khan"
1252,Nice review
1253,No cruise control??
1254,Price ?
1255,"not able to buy even a bicycle.
but watching kushaq.
bcz of love. KOI SHAQ.?😂♥️♥️"
1256,3:15
1257,"I saw many videos today on Kushaq, but Gagan has an eye to every detail and covers very nicely👍"
1258,Tyre chote hai iske bahot. Broader and probably 19 inchers would be good. Lots of space there to be utilised
1259,bhaiya ek no me kabse apke video ka wait kr raha tha... skoda ne rear seat pr ek usb deni chahiye thi... or apne seat adjustment kaise krte kaha nhi...
1260,🥰❤🙏
1261,Creta toh khatam ab 😂😂
1262,There are 2 usb type also at above the type c plug
1263,"I subscribed many automobile related channels but I don't get satisfaction after viewing you vedio sir I get it , thankyou so much sir ❤️❤️❤️❤️"
1264,"ese event m kese jate hai , please sir , muje bhi jana hai , how ?"
1265,Bahi apke video ka bahut देर se intzar tha final aa gaye
1266,Love you GAGAN sir ❤️❤️
1267,"Bas price competitive honi chahhiye baki india mein sabkuch chal jayega . 
Indians need only one thing VALUE FOR MONEY"
1268,Interiors looks like of Tata Nexon but lack of diesel is big mistake by skoda
1269,Thar chalane ke baad to koi gadi jachta hi nhi . Gagan bhai.
1270,Our kya hal chal
1271,Someone always leaves their phone when gagan is reviewing a car in media
1272,Gagan bhai reverse camera view nhi dikhya
1273,This car can change indian suv market👍👍
1274,looks like a good product lets see how public react to it !!!!
1275,Sub 4 mtr. Or above 4 mtr.?
1276,Bakvass car
1277,"Sab auto you tubers uper upr se batate 
But Gagan bhai Details me batate
Itna details koi nhi batata 😍🙏🙏🙏💐💐♥️"
1278,Nice
1279,मुझे काफी अच्छी लगी कार विटारा ट्रेनो डस्टर को काट सकती है ।👍🇮🇳
1280,"Sir, could you please make a video on Jeep Wrangler!❤️"
1281,That bonnet thud is enough to put a dent in seltos😂😂
1282,Skoda mein maruti ka ad
1283,Itna late kyu kiya gagan bhai
1284,Why they don't reveal price range of car at the reveal time of car?
1285,Hello sir waiting for your videos to watch as you entertain us . and continue this field as it is such a vast . Greetings from nagpur
1286,Hii! Please make video on bently continental GT also please.
1287,Creta and Seltos: (Chuckles)I'm in danger
1288,KIA ka design hai .... ya skoda ka design chori hoga tha 🤣🤣🤣
1289,👌👌👌
1290,"Sir aapne sab gaadi ka review Kiya lekin in gaadiyo ka kabhi nahi Kiya - Scorpio, Innova, Fortuner,Ertiga, please Inka bhi review Kar dijiye🙏"
1291,"Lovely looking 
#balvantchauhan"
1292,"Hello sir ,
Why you not show up too know 
The new TOYOTA FORTUNE TOP MODEL"
1293,"only 0.01% watched it after 5 mins
lucky 0.01%"
1294,That bonnet thud from kushaq is enough to put a dent in creta😂😂
1295,"First of kind on Gagannn bro youtu channel

Thank you

God  bless ya"
1296,Love from indore
1297,Bhai new 2021 model Scorpio dikhao plz🤗😍
1298,G bhp???
1299,I am confuse
1300,"Abhi abhi to launch hua🥺🥺 itni zaldi video bana ke edit krke upload bhi

Faster then 5G"
1301,Tell please which should I buy
1302,I felt like I was in front of the car ❤️
1303,Love from Karnataka
1304,Massive cruise to buy
1305,We are getting more information about cars because of your videos love you bhai
1306,Please suggest me I buying fortuner Endevour or Mg gloster
1307,Nice car
1308,Kafi wait karaya bhai aap ne
1309,"Boot space is less than expected 😬😬😬😬😬
Smaller than its rivals..."
1310,1st
1311,❤❤🔥🔥
1312,Mg Gloster kab launch hogi
1313,1 st viewer
1314,1 st view
1315,Waw bhai
1316,Sar supar video your
1317,Just saw your post on Instagram and now watching video
1318,1st viewers .. love 💕 from patna ❤️
1319,1st view
1320,Finally I will be the first Gagan ji
1321,Because I’m your biggest fan 🤩
1322,U have one of the best style to explain things 👍🏻
1323,Bhai aap Bahar gye ho Kya ??
1324,Always waiting for your review 👍
1325,Sir was waiting for this video 😊
1326,Love you Gagan
1327,Bhai really love all your videos
1328,1st view sirji....love from gujarat
1329,FirstComment❤️❤️
1330,Hello sir
1331,Sir I’m the first i want a shoutout
1332,1st comment
1333,"1st view
yaayyy"
1334,Nice
1335,Sir🙏
1336,"Nice, 🙏😍😍😍😍🙏😍🙏"
1337,1 st vew
1338,1st
1339,Love From Dhanbad Jharkhand ❤️
1340,First view sir
